Name,dov,Topic,Count,Representation,Representative_Docs
792_calmaine_egg producer_calmaine foods_flu chickens,2.789264071622034,792,31,"['calmaine', 'egg producer', 'calmaine foods', 'flu chickens', 'producer', 'bird flu', 'egg', 'bird', 'flu', 'chickens']","['biggest fresh egg producer in us finds bird flu in chickens at texas and michigan plants please ensure javascript is enabled for purposes of website accessibility sun, 19 may 2024 00:21:09 gmt story infinite scroll - news3 v1.0.0 common 152d86e5a554622a421c16e9a26bf8c604fc1d8e 753af8f59c6a35b209ebbd81db7acb4647248964 news weather radar maps weather hurricane center marine forecast en espaol game center watch now 87 fri 91 sat 91 biggest fresh egg producer in us finds bird flu in chickens at texas and michigan plants by jessica a. botelho the national desk tue, april 2nd 2024 at 6:02 pm updated tue, april 2nd 2024 at 7:07 pm 5 view all photos file - a hen stands next to an egg, jan. 10, 2023. ap photoerin hooley, file ridgeland, texas tnd the biggest producer of fresh eggs in the u.s. on tuesday announced it ""temporarily ceased"" production at a texas plant because avian influenza -- commonly known as bird flu -- was found in chickens. the virus was also detected at a poultry facility in michigan, according to health officials. cal-maine foods said an infection was found at one of the company\'s facilities in texas, leading to the ""depopulation of approximately 1.6 million laying hens and 337,000 pullets,"" which', 'bird flu found in largest fresh egg producer in us, production halted nbc new york skip to content main navigation search search for: local weather investigations baquero tv listings our voices newsletters watch news 247 watch 247 trump hush money nyc to dublin portal feeding our families 2024 paris olympics nbc local deals savings new york live send photosvideos open house expand largest us fresh egg producer halts production at texas plant after bird flu found in chickens the company says there is no known bird flu risk associated with eggs that are currently in the market and no eggs have been recalled by the associated and nbcdfw staff published april 2, 2024 updated on april 2, 2024 at 5:37 pm nbc universal, inc. the largest producer of fresh eggs in the united states said tuesday that it has stopped production at a texas plant after bird flu was found in chickens there. ridgeland, mississippi-based cal-maine foods, inc. said in a statement that approximately 1.6 million laying hens and 337,000 pullets, 3.6 of its total flock, were destroyed after the infection, avian influenza, was found at the facility in parmer county, texas. this is absolutely devastating news for cal-maine and', ""largest fresh egg producer in us has found bird flu in chickens at texas and michigan plants health news research live discourse opinion submit release career team partnership knowledge partnership partnership us news research live discourse opinion interview submit release agro-forestry art culture technology economy education energy politics law governance health science social sports transport urban development wash news health largest fresh egg producer in us has found bird flu in chickens at texas and michigan plants the largest us fresh egg producer temporarily halted production in texas due to bird flu in chickens. cal-maine foods destroyed around 1.6 million laying hens and detected avian influenza at a michigan facility. no known risk to eggs on the market. state health officials reported a human case in texas linked to infected cows. michigan's fourth bird flu case since 2022. no disruptions expected in supply chains. pti washington dc updated: 03-04-2024 03:43 ist created: 03-04-2024 03:43 ist country: united states the largest producer of fresh eggs in the us has said that it had temporarily halted production at a texas plant after bird flu was found in chickens, and officials said the virus had also been detected at poultry facility in michigan.""]"
549_voice nigeria_prev_nigeria_lg,1.04454711913233,549,65,"['voice nigeria', 'prev', 'nigeria', 'lg', 'voice', 'africa south', 'athens ahead', 'deadly migrant', 'defeats wamba', 'decision netanyahu']","['oil subsidy: minils boss calls for dialogue between nigerian government, labour voice of nigeria wednesday, may 22, 2024 voice of nigeria - the authoritative voice nigeria africa africa 3 americans accused of involvement in drc coup attempt africa south africa welcomes icc decision on netanyahu arrest warrant africa protest in athens ahead of on deadly migrant boat africa south africas top court bars zuma from standing in election prev next world world singapore airlines flight hits severe turbulence world iranians turn out in mass to mourn president raisi world australia, nz begin new caledonia evacuations world greek court throws out shipwreck against nine men prev next business sports sports nasarawa state u-13 tournament: doma lg defeats wamba lg sports delta state set to host national youth games sports sports ministry says industry is critical for economic development sports first national council on sports meeting kicks-off in enugu prev next languages french arabic yoruba hausa igbo fulfulde oil subsidy: minils boss calls for dialogue between nigerian government, labour director-general of michael imoudu national institute for labour studies minils, comrade issa aremu nigeria oil subsidy: minils boss calls for dialogue between nigerian government, labour by tunde akanbi, ilorin on jun 4, 2023', 'nigeria to explore technologies for food security voice of nigeria wednesday, may 22, 2024 voice of nigeria - the authoritative voice nigeria africa africa 3 americans accused of involvement in drc coup attempt africa south africa welcomes icc decision on netanyahu arrest warrant africa protest in athens ahead of on deadly migrant boat africa south africas top court bars zuma from standing in election prev next world world singapore airlines flight hits severe turbulence world iranians turn out in mass to mourn president raisi world australia, nz begin new caledonia evacuations world greek court throws out shipwreck against nine men prev next business sports sports nasarawa state u-13 tournament: doma lg defeats wamba lg sports delta state set to host national youth games sports sports ministry says industry is critical for economic development sports first national council on sports meeting kicks-off in enugu prev next languages french arabic yoruba hausa igbo fulfulde nigeria to explore technologies for food security nigeria nigeria to explore technologies for food security zeniat abubakar, abuja on nov 29, 2022 0 765 the nigerian government is partnering with stakeholders in exploring relevant technologies to enhance food security for nigerians. the government also said it was committed', 'nigeria, united kingdom partner on minerals development voice of nigeria tuesday, may 21, 2024 voice of nigeria - the authoritative voice nigeria africa africa 3 americans accused of involvement in drc coup attempt africa south africa welcomes icc decision on netanyahu arrest warrant africa protest in athens ahead of on deadly migrant boat africa south africas top court bars zuma from standing in election prev next world world singapore airlines flight hits severe turbulence world iranians turn out in mass to mourn president raisi world australia, nz begin new caledonia evacuations world greek court throws out shipwreck against nine men prev next business sports sports nasarawa state u-13 tournament: doma lg defeats wamba lg sports delta state set to host national youth games sports sports ministry says industry is critical for economic development sports first national council on sports meeting kicks-off in enugu prev next languages french arabic yoruba hausa igbo fulfulde nigeria, united kingdom partner on minerals development nigeria nigeria, united kingdom partner on minerals development by hauwa gidado, abuja on jan 31, 2024 318 nigeria is partnering with the united kingdom to establish a joint technical working group for the development of critical mineral deposits in the country.']"
717_dark chocolate_gummies_dark_chocolate,1.0530116344862757,717,40,"['dark chocolate', 'gummies', 'dark', 'chocolate', 'starburst', 'lead cadmium', 'life savers', 'cadmium', 'heavy metals', 'consumer reports']","[""consumer reports urges dark chocolate makers to reduce lead, cadmium levels the epoch times open sidebar this , friends read business markets companies consumer reports urges dark chocolate makers to reduce lead, cadmium levels friends read save a hershey's chocolate bar in a photo illustration in encinitas, calif., on jan. 29, 2015. mike blakereuters by reuters updated: print new yorkconsumer reports on monday urged four chocolate producers to commit by valentines day to reduce the amounts of lead and cadmium in their dark chocolate products, after testing revealed harmful levels of the heavy metals. in letters to hershey co., mondelez international inc., theo chocolate and trader joes, consumer reports said long-term exposure to the metals can result in nervous system problems, immune system suppression and kidney damage. it said the danger was greater for pregnant women and young children because of the risk of developmental problems. the letters were accompanied by nearly 55,000 petition signatures. last month, consumer reports said 23 of the 28 dark chocolate bars it tested included potentially harmful levels of lead, cadmium or both for people who eat more than one ounce of chocolate a day. five had elevated levels of both metals: two from theo,"", 'skittles, starbursts and life savers gummies recalled due to reports of metal strands - abc news abc news live shows elections 538 shop interest successfully added we\'ll notify you here with news turn on desktop notifications for breaking stories interest off on stream on food skittles, starbursts and life savers gummies recalled due to reports of metal strands the mars wrigley candy were distributed in the u.s., canada and mexico. by kelly mccarthy may 17, 2022, 9:02 am 0:28 mars wrigley confectionery us, llc announced a voluntary recall of specific varieties of skittles gummies, starburst gummies, and life savers gummies due to the potential presence of a very thin metal strand embedded in the gummies or loose in the bag. fda the maker of skittles, starburst and life savers gummies announced a voluntary recall over the possible ""presence of a very thin metal strand embedded in the gummies or loose in the bag."" ""we received reports from consumers alerting us to this matter and are not aware of any illnesses to date,"" mars wrigley confectionery us, llc said in its announcement. the recall impacted 13 product skus ranging from 3.5-ounce to 12-ounce size bags of gummies. mars wrigley confectionery us,', 'consumer reports: heavy metals found in dark chocolate, including hersheys special dark product - mlive.com skip to set weather back to main menu close customize your weather set your location: enter city and state or zip code submit michigan ann arbor flint grand rapidsmuskegon jackson kalamazoo saginawbay city all michigan news consumer reports: heavy metals found in dark chocolate, including hersheys special dark product published: dec. 20, 2022, 7:42 a.m. although dark chocolate is considered to be somewhat healthy, testing identified metals such as lead and cadmium in popular dark chocolate brands, according to a study released by consumer reports. by sue gleiter sgleiterpennlive.com a hersheys product has been flagged by consumer reports for containing high levels of heavy metals. the nonprofit advocacy organization recently published research that showed 23 out of 28 brands of dark chocolate bars it tested had high levels of lead and cadmium, which are linked to a host of health issues in children and adults. to determine the risk, consumer reports used californias maximum allowable dose level of 0.5 micrograms for lead and 4.1 micrograms for cadmium. california follows strict protocols mandating business warnings significant exposures to chemicals that cause cancer, birth defects or other']"
736_barry callebaut_callebaut_barry_chocolate,1.1468467692090667,736,37,"['barry callebaut', 'callebaut', 'barry', 'chocolate', 'chocolate factory', 'factory', 'largest chocolate', 'belgian', 'biggest chocolate', 'salmonella']","['barry callebaut to restart contaminated factory continue to site processing packaging materials handling sustainability food design the food plant prepared food connect the magazine products business directory us enewsletter barry callebaut to restart contaminated factory barry callebaut monday, 18 july, 2022 barry callebaut has announced that it will soon restart its wieze factory in belgium after the plant was shut down in late june due to contamination by salmonella. the chocolate company discovered that salmonella-positive lecithin had been supplied and halted production. all products made with this lecithin were recalled from customers and the belgian food safety authorities were alerted to the incident. after working with its customers to identify the specific batches impacted by the salmonella, barry callebaut stated that none of the affected products had reached store shelves or the retail food chain. the wieze factory has been undergoing thorough cleaning and disinfection and the company has announced that production should resume in full gradually, with the first cleaned lines beginning to be used again in early august and the remaining ones to follow. barry callebaut has recommended that its customers destroy product from the plant produced between 25 and 29 june. the salmonella-positive chocolate had not been', 'belgium barry callebaut detected salmonella positive production lot in wieze foodworld foodworld food microbiology alerts and information from around the world skip to content all me : research effect of biltong dried beef processing on the reduction of listeria monocytogenes, e. coli o157:h7, and staphylococcus aureus, and the contribution of the major marinade components canada twa fungi brand king oyster mushroom recalled due to listeria monocytogenes belgium barry callebaut detected salmonella positive production lot in wieze posted on july 4, 2022 leave a comment barry callebaut barry callebaut detected a salmonella positive production lot manufactured in the chocolate factory in wiezebelgium all chocolate products manufactured in wieze since june 25 were placed on hold as precautionary measure, barry callebaut stopped chocolate production in wieze, while continuing the root cause analysis and risk assessment when the analyses is completed, all chocolate production lines will be cleaned and disinfected before resuming the production process on monday june 27, barry callebaut detected a salmonella positive production lot manufactured in wieze, belgium. for barry callebaut food safety is paramount. our robust food safety programs in place allowed us to quickly identify lecithin as the source of the contamination. barry callebaut informed the belgian food', 'salmonella outbreak shuts worlds largest chocolate factory in belgium the epoch times open sidebar this , friends read world news europe salmonella outbreak shuts worlds largest chocolate factory in belgium friends read save employees walk at barry callebaut production site in wieze, near brussels, on june 30, 2022. kenzo tribouillardafp via getty images by lorenz duchamps updated: print the swiss chocolate maker barry callebaut has paused production at a plant in belgium, after discovering a salmonella-positive lot, the company confirmed on june 30. in a statement , the zurich-based company said all products manufactured since june 25 in wieze, a village in east flanders, have been placed on hold. the facility, which barry callebaut says is the worlds largest chocolate factory, produces around 270,000 metric tons of cocoa and chocolate products annually. its unclear how many, if any, products of the salmonella-affected lot have actually reached consumers, korneel warlop, a spokesman for barry callebaut, told afp. the company noted that its currently working to customers that may have received products affected by the contamination. the belgian factory supplies chocolate products to brands including nestle, hershey, mondelez, and unilever; it doesnt make chocolates to be sold directly to consumers. warlop told']"
750_robitussin_cough_honey_robitussin cough,1.067159262048587,750,36,"['robitussin', 'cough', 'honey', 'robitussin cough', 'cf', 'haleon', 'max', 'cough syrup', 'microbial contamination', 'adult']","['robitussin cough syrup recalled; products containing honey may be contaminated - oregonlive.com skip to set weather back to main menu close customize your weather set your location: enter city and state or zip code submit business robitussin cough syrup recalled; products containing honey may be contaminated updated: jan. 25, 2024, 10:46 a.m. published: jan. 25, 2024, 9:46 a.m. this photo provided by u.s. food drug administration shows the location of a lot number of recalled robitussin cough syrup on thursday, jan. 25, 2024. u.s. food drug administration via ap by the associated the maker of robitussin cough syrup is recalling several lots of products containing honey due to contamination that could pose a serious risk to people with weakened immune systems. haleons recall covers eight lots of robitussin honey cf max day adult and robitussin honey cf max nighttime adult, which were distributed to stores and pharmacy suppliers. the food and drug administration posted the companys announcement to its website wednesday. the products have the potential to cause severe or life-threatening adverse , if taken by people with weakened immune systems, such as organ transplant recipients or those with hiv. several million people in the u.s. have conditions that impair', 'robitussin cough medicines recalled nationwide over microbial contamination the epoch times open sidebar this , friends read us us news robitussin cough medicines recalled nationwide over microbial contamination friends read save the location of the expiry date on the robitussin honey cf max day adult bottle. fda by katabella roberts updated: print x 1 0:00 health care company haleon is voluntarily recalling multiple lots of its robitussin cough syrup sold in stores nationwide over microbial contamination, the food and drug administration fda has announced. the u.s.-based unit of the company, which is located in the uk, warned that contamination from the impacted products could lead to severe or life-threatening adverse in some individuals with underlying health conditions. however, it noted there have been no reports of adverse related to the recall so far. approximately eight lots of robitussin honey cf max day adult and robitussin honey cf max nighttime adult cough syrups are being recalled. they include six lots of robitussin honey cf max day adult, four-ounce and eight-ounce, and two lots of robitussin honey cf max adult, in eight-ounce. the robitussin honey cf max day adult four-ounce subject to the recall has a lot number of t10810 and expires', 'haleon issues voluntary nationwide recall of robitussin honey cf max day adult and robitussin honey cf max nighttime adult products due to microbial contamination le lzard sections business environment health mining industry oil industry science and technology sports and recreation tourism and vacations transportation news wire franais classified in: health haleon issues voluntary nationwide recall of robitussin honey cf max day adult and robitussin honey cf max nighttime adult products due to microbial contamination warren, n.j. , jan. 24, 2024 prnewswire -- haleon is voluntarily recalling eight lots of robitussin honey cf max day adult and robitussin honey cf max nighttime adult to the consumer level. the product is being recalled due to microbial contamination. in immunocompromised individuals, the use of the affected product could potentially result in severe or life-threatening adverse such as fungemia or disseminated fungal infection. in non-immunocompromised consumers, the population most likely to use the product, life-threatening infections are not likely to occur. however, the occurrence of an infection that may necessitate medical intervention cannot be completely ruled out. to date, haleon has not received any reports of adverse related to this recall. robitussin honey cf max day and nighttime are cough syrups indicated for the']"
621_skittles_titanium dioxide_titanium_dioxide,1.2002964958704183,621,53,"['skittles', 'titanium dioxide', 'titanium', 'dioxide', 'lawsuit', 'mars', 'lawsuit claims', 'candies', 'unfit', 'california']","['are skittles toxic from titanium dioxide scientific american skip to main content scientific american sign in july 29, 2022 7 min read are skittles toxic from titanium dioxide a recent lawsuit claims a chemical called titanium dioxide, used in skittles candies, harms people. its hard to find strong evidence for that, however by sam jones skittles, a fruit-flavored candy, produced by wrigley company, a division of mars, inc. yuriko nakaogetty images a recent lawsuit has grabbed headlines and raised consumer concerns with its claim that skittles, the popular many-colored candies, contain a known toxin : the chemical titanium dioxide. the suit, filed by a consumer in july against skittles manufacturer mars, notes that the european union is banning titanium dioxide as a food additive. but in the u.s., canada and many other countries, titanium dioxide is still deemed safe for consumption, within regulated amounts. so what does the science actually say the chemical, which is also used in cosmetics and sunscreens scientific american reached out to several toxicologists who have studied whether titanium dioxide can cause harm to get some answers. we also asked mars to comment but did not receive a response by the time of publication. it turns', 'skittles not safe to eat because of known toxin, lawsuit claims - nj.com skip to set weather back to main menu close customize your weather set your location: enter city and state or zip code submit food dining skittles not safe to eat because of known toxin, lawsuit claims published: jul. 18, 2022, 12:17 p.m. a consumer is suing mars candy company, the parent company of skittles, alleging that the rainbow-colored candy contains a ""known toxin,"" making it ""unfit for human consumption,"" according to a lawsuit. by katherine rodriguez nj advance for nj.com a consumer is suing mars inc., the parent company of skittles , alleging that the rainbow-colored candy contains a known toxin, making it unfit for human consumption, according to the lawsuit. attorneys for consumer jenile thames filed the lawsuit in the u.s. district court for the northern district of california on thursday, alleging that the skittles contained unsafe levels of titanium dioxide, according to usa today. titanium dioxide is used to produce that artificial rainbow coloring that covers each skittles candy. in 2016, mars inc. announced its intention to remove titanium dioxide from its products over the next few years, according to a release from the center', 'skittles unfit for human consumption due to known toxin, lawsuit claims - syracuse.com skip to set weather back to main menu close customize your weather set your location: enter city and state or zip code submit food skittles unfit for human consumption due to known toxin, lawsuit claims published: jul. 19, 2022, 7:23 a.m. file- this june 1, 2016, file photo shows skittles in new york. ap photomark lennihan, file by tribune news service nathan solis, los angeles times tns skittles, the colorful, fruit-flavored candy, are coming under fire after a lawsuit filed in northern california says people are tasting more than the rainbow. although most people can identify skittles flavors like lemon, strawberry and orange, few can probably name titanium dioxide, a coloring additive that helps give the candies their bright hue. that ingredient is a known toxin and unfit for human consumption, according to a lawsuit filed last week against the mars candy company in the northern district of california. it argues that u.s. consumers are not aware of the health risks associated with the artificial food coloring. titanium dioxide or tio2 is listed as an active ingredient in skittles sold in the united states, although it has']"
699_indiana_indy_multicultural_zone,1.018430105407988,699,42,"['indiana', 'indy', 'multicultural', 'zone', 'health spotlight', 'energy community', 'ingredients just', 'everyday meals', 'story international', 'weather email']","['salmonella outbreak from precut cantaloupe making hoosiers sick - indianapolis news indiana weather indiana traffic wish-tv make wishtv.com your page news beo show business coronavirus latest crime watch 8 digital education entertainment election coverage election results i-team 8 indiana news inside story international news local news hispanic culture health spotlight multicultural news national news political news solar eclipse traffic unphiltered with phil sanchez weather 8 day forecast almanac closings delays current conditions get weather email alerts hourly forecast future cast interactive radar radar severe outlook todays rainfall two week outlook watches and warnings weather weather stories wind gusts sports gr8 golf club 2024 hbcu basketball games on wndy all access indy behind the bricks college sports colts indiana fever indy eleven month of may motorsports pacers the zone banner the zone high school sports the zone scoreboard lifestyle all indiana contests finding faith life.style.live offbeat recipes focus on food entertaining everyday meals farm to table ingredients just the basics multicultural specialty diets whats for dinner community governors luncheon for scouting business directory celebrating moments citizens energy community calendar community link contests focused on family and community gas prices golden apple award great day tv and pet pals tv gr8 paper', 'thousands of hoosiers still without power days after powerful storms - indianapolis news indiana weather indiana traffic wish-tv make wishtv.com your page news beo show business coronavirus latest crime watch 8 digital education entertainment election coverage election results i-team 8 indiana news inside story international news local news hispanic culture health spotlight multicultural news national news political news solar eclipse traffic unphiltered with phil sanchez weather 8 day forecast almanac closings delays current conditions get weather email alerts hourly forecast future cast interactive radar radar severe outlook todays rainfall two week outlook watches and warnings weather weather stories wind gusts sports gr8 golf club 2024 hbcu basketball games on wndy all access indy behind the bricks college sports colts indiana fever indy eleven month of may motorsports pacers the zone banner the zone high school sports the zone scoreboard lifestyle all indiana contests finding faith life.style.live offbeat recipes focus on food entertaining everyday meals farm to table ingredients just the basics multicultural specialty diets whats for dinner community governors luncheon for scouting business directory celebrating moments citizens energy community calendar community link contests focused on family and community gas prices golden apple award great day tv and pet pals tv', 'dog food recalled due to salmonella concerns - indianapolis news indiana weather indiana traffic wish-tv make wishtv.com your page news beo show business coronavirus latest crime watch 8 digital education entertainment election coverage election results i-team 8 indiana news inside story international news local news hispanic culture health spotlight multicultural news national news political news solar eclipse traffic unphiltered with phil sanchez weather 8 day forecast almanac closings delays current conditions get weather email alerts hourly forecast future cast interactive radar radar severe outlook todays rainfall two week outlook watches and warnings weather weather stories wind gusts sports gr8 golf club 2024 hbcu basketball games on wndy all access indy behind the bricks college sports colts indiana fever indy eleven month of may motorsports pacers the zone banner the zone high school sports the zone scoreboard lifestyle all indiana contests finding faith life.style.live offbeat recipes focus on food entertaining everyday meals farm to table ingredients just the basics multicultural specialty diets whats for dinner community governors luncheon for scouting business directory celebrating moments citizens energy community calendar community link contests focused on family and community gas prices golden apple award great day tv and pet pals tv gr8 paper push']"
894_haitian_soy sauce_sauce_soy,1.138011289274009,894,19,"['haitian', 'soy sauce', 'sauce', 'soy', 'flavor', 'additives', 'condiment', 'double', 'food additives', 'issued statement']","['haitian flavor industry and condiment association also issued a statement to fight back against the ""double "": targeting haitian to launch an attack on china\'s condiment industry - breaking homepage news business entertainment health sports technology world search haitian flavor industry and condiment association also issued a statement to fight back against the double : targeting haitian to launch an attack on chinas condiment industry business haitian flavor industry and condiment association also issued a statement to fight back against the double : targeting haitian to launch an attack on chinas condiment industry by admin october 6, 2022 october 6, 2022 138 wabei.com reported on october 6 that some short accounts have accused haitian flavor industry that the haitian soy sauce sold in china contains food additives, while the haitian soy sauce sold abroad has zero additives. double . in this regard, haitian flavor industry released the statement responsibilities, responsibilities and appeals of chinese brand enterprises on its official weibo on october 5. in the statement, haitian flavor industry characterized the incident as targeting haitian, launching an attack on chinas seasoning industry, and gradually targeting the chinese food industry other than seasoning during the national day. haitian flavor industry believes', 'haitian flavor industry and condiment association also issued a statement to fight back against the ""double "": targeting haitian to launch an attack on china\'s condiment industry - archyde skip to content archyde menu news economy entertainment health sport technology world haitian flavor industry and condiment association also issued a statement to fight back against the double : targeting haitian to launch an attack on chinas condiment industry october 6, 2022 wabei.com reported on october 6 that some short accounts have accused haitian flavor that the haitian soy sauce sold in china contains food additives, while the haitian soy sauce sold abroad has zero additives. double . in this regard, haitian flavor industry released the statement responsibilities, responsibilities and appeals of chinese brand enterprises on its official weibo on october 5. in the statement, haitian flavor industry characterized the incident as targeting haitian, launching an attack on chinas seasoning industry, and gradually targeting the chinese food industry other than seasoning during the national day. haitian flavor industry believes that this attack on haitian flavor industry has two purposes. one is trying to use food additives to mislead consumers into thinking that chinese food is inferior to foreign food. the second', 'haitian flavor industry encountered the ""double "" storm of food additives, expert: additives unhealthy - teller report teller report now you can see non-english news... news business sports life tech cryptocurrency ukraine war haitian flavor industry encountered the ""double "" storm of food additives, expert: additives unhealthy 2022-10-03t01:37:09.591z the main additives in haitian soy sauce products are sodium glutamate, disodium 5\'-flavor nucleotide, disodium 5\'-inosinate, sodium benzoate, and sucralose. the red star capital bureau found that haitian flavor industrys products such as toudao soy sauce, golden label soy sauce and straw mushroom dark soy sauce have respectively launched two styles with additives and zero additives. the red star capital bureau checked the ingredient list of the zero-added haitian soy sauce ""0 light soy sauce"". haitian flavor industry .sh, a time-honored chinese brand of soy sauce, has recently been revealed by several douyin short accounts that haitian soy sauce sold in china contains food additives, while haitian soy sauce sold in japan contains zero additives. therefore, it is questioned that haitian flavor is implementing the ""double "". subsequently, haitianweiye responded to the controversy over soy sauce additives on weibo hot search. haitian flavor responded that it complied with the national , but']"
685_aspartame_sweetener_coke_diet coke,1.4105888342596273,685,44,"['aspartame', 'sweetener', 'coke', 'diet coke', 'possible carcinogen', 'carcinogen', 'aspartame sweetener', 'sweetener used', 'diet', 'cancer']","['aspartame sweetener used in diet coke a possible carcinogen, whos cancer research agency to say sources the zimbabwe mail zimbabwe world news politics business economics markets opinion sports lifestyle arts search search zimbabwe world news politics business economics markets opinion sports lifestyle arts money banking parliament law crime farming enviroment education health fitness dating relationships us us news ticker may 21, 2024 mo salah commits to liverpool for final contract year, vows to fight like hell for trophies sports may 21, 2024 marcus rashford left out of englands provisional euro 2024 squad sports may 21, 2024 mauricio pochettino departs chelsea after one season sports may 21, 2024 old mutuals entrepreneurship innovation competition begins business may 21, 2024 zanu pf dismisses succession rumors, asserts mnangagwa will serve full term main search for: health aspartame sweetener used in diet coke a possible carcinogen, whos cancer research agency to say sources aspartame sweetener used in diet coke a possible carcinogen, whos cancer research agency to say sources june 29, 2023 staff reporter health 0 spread the love london, reuters one of the worlds most common artificial sweeteners is set to be declared a possible carcinogen next month by a leading global health body,', '-whos cancer research agency to say aspartame sweetener a possible carcinogen-sources 1330 101.5 whbl menu listen live news weather obituaries closings more on air agriculture podcasts sign in search news weather obituaries closings more on air agriculture podcasts -whos cancer research agency to say aspartame sweetener a possible carcinogen-sources by syndicated content jun 29, 2023 1:10 am by jennifer rigby and richa naidu london reuters one of the worlds most common artificial sweeteners is set to be declared a possible carcinogen next month by a leading global health body, according to two sources with knowledge of the process, pitting it against the food industry and regulators. aspartame, used in products from coca-cola diet sodas to mars extra chewing gum and some snapple drinks, will be listed in july as possibly carcinogenic to humans for the first time by the international agency for research on cancer iarc, the world health organizations who cancer research arm, the sources said. the iarc ruling, finalised earlier this month after a meeting of the groups external experts, is intended to assess whether something is a potential hazard or not, based on all the published evidence. it does not take into account how much of a', 'who to declare aspartame, sweetener in diet coke as possible carcinogen national news politics special reports bbc pidgin metro news coronavirus sports sports betting betting sites entertainment lifestyle travel health and food education search sign in welcome log into your account your username your password forgot your password get password recovery recover your password your email a password will be e-mailed to you. information nigeria national news politics special reports bbc pidgin metro news coronavirus sports sports betting betting sites entertainment lifestyle travel health and food education lifestyle health and food who to declare aspartame, sweetener in diet coke as possible carcinogen lifestyle health and food national news who to declare aspartame, sweetener in diet coke as possible carcinogen by comfort olusesi - june 30, 2023 whatsapp the international agency for research on cancer iarc, the world health organisations who cancer research arm, is set to declare aspartame, one of the most common artificial sweeteners in soft drinks as a possible carcinogen. aspartame is an artificial sweetener that is 200 times sweeter than sugar and widely used in low-calorie products. the sweetener is used in several drinks including diet coke. it is also used in chewing gums. while aspartame has']"
861_mars_magnum_mars wrigley_wrigley,1.0884708069395261,861,23,"['mars', 'magnum', 'mars wrigley', 'wrigley', 'paper packaging', 'magnum ice', 'ice creams', 'creams', 'packaging', 'bars']","['recall of magnum classic ice creams over fears they may contain metal uk news metro news news... but not as you know it news sport news uk london politics us world crime tech science weird sport football premier league transfer news cricket boxing tennis snooker entertainment showbiz tv film music gaming soaps eastenders emmerdale coronation street hollyoaks soaps showbiz lifestyle sex health property food travel horoscopes money shopping platform features first person columnists opinion in focus lifeline formula for change shopping more puzzles newsletters discounts submit stuff competitions weather privacy search metro stay in touch metrouk metrouk metro.co.uk news uk urgent recall of magnum classic ice creams over fears they may contain metal sam corbishley published mar 29, 2024, 8:25pm updated mar 30, 2024, 9:33am this via whatsapp this via copy link this via this with this via messenger this via email this via sms this via flipboard comment the do not eat warning relates to three-packs of the magnum classic ice creams picture: rex thousands of magnum ice creams are being recalled amid fears they may contain pieces of metal. the food agency fsa issued an urgent do not eat alert tonight in relation to three-packs of the magnum', 'mars wrigley australia to switch to paper-based wrappers continue to site processing packaging materials handling sustainability food design the food plant prepared food connect the magazine products business directory us enewsletter mars wrigley australia to switch to paper-based wrappers monday, 28 november, 2022 mars wrigley australia has announced a major step forward in its sustainability journey by committing to transition all australian-made chocolate bars to a paper-based packaging that can be recycled via traditional kerbside recycling. the shift to paper-based packaging will be seen on the companys mars bars, snickers and milky way as of april 2023. as one of the largest snacks and treats manufacturers in australia, mars has a responsibility to reduce our environmental footprint right across our business, including packaging. the launch of our new paper-based packaging is a significant step for us towards our local and global packaging targets, said andrew leakey, mars wrigley australia, general manager. mars wrigley is set to eliminate more than 360 t of plastic from its value chain enough to stretch from melbourne to london and back once fully transitioned to paper-based packaging. this will contribute to its aim of creating a circular economy and achieving the 2025 national packaging targets.', 'mars tests paper packaging in association with tesco in the uk esm magazine 00.logolightlogotype magazine awards mail to retail drinks private label supply chain a-brands technology fresh produce packaging pet products report more features archive us terms conditions us today esm esm today menu 52986c3a-0a1e-42ee-ac3b-bcd6d90cd47d profile search button de4cc0de-5fc3-4494-bcbf-4d50b00366b5 search esm 00.logolightlogotype mail profile retail private label a-brands fresh produce drinks supply chain technology packaging pet products report awards more features archive us terms conditions us today esm esm packaging and design mars tests paper packaging in association with tesco in the uk june 01, 2023 11:53 am by dayeeta das this this mars incorporated is testing paper-based packaging for mars bars in the uk with tesco as its retail partner. the move will enable mars wrigley uk to eliminate a considerable amount of plastic from the packaging of mars bars. the company will use recyclable paper packaging for mars bars that will be available for a limited time at tesco stores. richard sutherland-moore, packaging expert at mars wrigley uks research and development centre in slough said, ""we are exploring different types of alternative packaging solutions for our confectionery products. ""for mars bar, the challenge was to find the right']"
